"Nome do arquivo","Tipo de arquivo","Disciplina","Assunto","Tópicos do edital atendidos","Situação","Nível de cobertura","Atualização necessária","Problemas encontrados","Ação recomendada","Prioridade"
"storage/content/militar/pm-ba-soldado-2023-fcc/gabaritos/pm-ba-soldado-2023-fcc-gabarito-definitivo.pdf","PDF","Redação","pm-ba-soldado-2023-fcc-gabarito-definitivo","Apoio > Redação","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"storage/content/militar/pm-ba-soldado-2023-fcc/provas/pm-ba-soldado-2023-fcc-prova.pdf","PDF","Redação","pm-ba-soldado-2023-fcc-prova","Apoio > Redação","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-combo-pf-prf.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-combo-pf-prf","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-detran-df.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-detran-df","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-gmf.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-gmf","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-pcal.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-pcal","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-pcba.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-pcba","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-pcce.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-pcce","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-pcdf-agente-custodia.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-pcdf-agente-custodia","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-pcgo.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-pcgo","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-pcmg.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-pcmg","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-pcpi.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-pcpi","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-pcsp.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-pcsp","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-pf.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-pf","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-pmal.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-pmal","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-pmba.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-pmba","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-pmce.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-pmce","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-pmdf.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-pmdf","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-pmerj.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-pmerj","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-pmes.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-pmes","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-pmmg-cfo.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-pmmg-cfo","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-pmmg.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-pmmg","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-pmpe.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-pmpe","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-pmrn.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-pmrn","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-ppba.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-ppba","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-ppce.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-ppce","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-ppgo.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-ppgo","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-ppmg.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-ppmg","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-pppi.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-pppi","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"flashcards-apkg/amostra-prf.apkg","flashcards Anki","Revisão/Flashcards/Mapas/Simulados","amostra-prf","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"src/data/apostilas/administracao-financeira-orcamentaria.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Administração Financeira e Orçamentária 10/10 Plus","Apoio > Revisão/Flashcards/Mapas/Simulados","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/apostilas/administracao-publica-gestao-publica.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Administração Pública e Gestão Pública 10/10 Plus","Apoio > Revisão/Flashcards/Mapas/Simulados","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/apostilas/arquivologia.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Arquivologia 10/10 Plus","Apoio > Revisão/Flashcards/Mapas/Simulados","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/apostilas/atendimento-publico-qualidade-servico-publico.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Atendimento ao Público e Qualidade no Serviço Público 10/10 Plus","Apoio > Revisão/Flashcards/Mapas/Simulados","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/apostilas/biologia-enem.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Biologia ENEM","Apoio > Revisão/Flashcards/Mapas/Simulados","fora do edital","alto","Conferir texto vigente/edital 2026","fora do edital PMMA provável | precisa atualização/verificação legislativa","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/caderno-erros-inteligente.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Caderno de Erros Inteligente","Apoio > Revisão/Flashcards/Mapas/Simulados","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/apostilas/ciencias-humanas-simulados.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Ciências Humanas — Simulados","Apoio > Revisão/Flashcards/Mapas/Simulados","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/apostilas/ciencias-natureza-simulados.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Ciências da Natureza — Simulados","Apoio > Revisão/Flashcards/Mapas/Simulados","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/apostilas/comentarios-questoes-ia.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Comentários de Questões com IA","Apoio > Revisão/Flashcards/Mapas/Simulados","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/apostilas/contabilidade-publica-basica.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Contabilidade Pública Básica 10/10 Plus","Apoio > Revisão/Flashcards/Mapas/Simulados","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/apostilas/ctb-simulados-comentados.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","CTB — Simulados Comentados","Apoio > Revisão/Flashcards/Mapas/Simulados","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/apostilas/direito-ambiental.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Direito Ambiental","Apoio > Revisão/Flashcards/Mapas/Simulados","fora do edital","alto","Conferir texto vigente/edital 2026","fora do edital PMMA provável | precisa atualização/verificação legislativa","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/direito-consumidor.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Direito do Consumidor","Apoio > Revisão/Flashcards/Mapas/Simulados","fora do edital","alto","Conferir texto vigente/edital 2026","fora do edital PMMA provável | precisa atualização/verificação legislativa","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/direito-empresarial.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Direito Empresarial","Apoio > Revisão/Flashcards/Mapas/Simulados","fora do edital","alto","Conferir texto vigente/edital 2026","fora do edital PMMA provável | precisa atualização/verificação legislativa","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/direito-processual-trabalho.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Direito Processual do Trabalho","Apoio > Revisão/Flashcards/Mapas/Simulados","fora do edital","alto","Conferir texto vigente/edital 2026","fora do edital PMMA provável | precisa atualização/verificação legislativa","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/direito-trabalho.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Direito do Trabalho","Apoio > Revisão/Flashcards/Mapas/Simulados","fora do edital","alto","Conferir texto vigente/edital 2026","fora do edital PMMA provável | precisa atualização/verificação legislativa","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/etica-profissional-oab.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Ética Profissional da OAB","Apoio > Revisão/Flashcards/Mapas/Simulados","fora do edital","alto","Conferir texto vigente/edital 2026","fora do edital PMMA provável | precisa atualização/verificação legislativa","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/filosofia-enem.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Filosofia ENEM","Apoio > Revisão/Flashcards/Mapas/Simulados","fora do edital","alto","Conferir texto vigente/edital 2026","fora do edital PMMA provável | precisa atualização/verificação legislativa","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/fisica-enem.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Física ENEM","Apoio > Revisão/Flashcards/Mapas/Simulados","fora do edital","alto","Conferir texto vigente/edital 2026","fora do edital PMMA provável | precisa atualização/verificação legislativa","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/flashcards-premium-disciplina.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Flashcards Premium por Disciplina","Apoio > Revisão/Flashcards/Mapas/Simulados","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/apostilas/gestao-pessoas-servico-publico.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Gestão de Pessoas no Serviço Público 10/10 Plus","Apoio > Revisão/Flashcards/Mapas/Simulados","fora do edital","alto","Conferir texto vigente/edital 2026","fora do edital PMMA provável | precisa atualização/verificação legislativa","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/governanca-integridade-compliance-publico.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Governança, Integridade e Compliance Público 10/10 Plus","Apoio > Revisão/Flashcards/Mapas/Simulados","fora do edital","alto","Conferir texto vigente/edital 2026","fora do edital PMMA provável | precisa atualização/verificação legislativa","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/guarda-municipal-base-de-estudos.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Guarda Municipal — Base de Estudos","Apoio > Revisão/Flashcards/Mapas/Simulados","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/apostilas/licitacoes-contratos-modulo-exclusivo.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Licitações e Contratos — Módulo Exclusivo 10/10 Plus","Apoio > Revisão/Flashcards/Mapas/Simulados","fora do edital","alto","Conferir texto vigente/edital 2026","fora do edital PMMA provável | precisa atualização/verificação legislativa","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/oab-1fase-simulado-completo.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","OAB 1ª Fase — Simulado Completo","Apoio > Revisão/Flashcards/Mapas/Simulados","fora do edital","alto","Validar aderência quando o edital oficial for anexado","fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/organizacao-judiciaria.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Organização Judiciária 10/10 Plus","Apoio > Revisão/Flashcards/Mapas/Simulados","fora do edital","alto","Conferir texto vigente/edital 2026","fora do edital PMMA provável | precisa atualização/verificação legislativa","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/plano-estudo-por-objetivo.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Plano de Estudo por Objetivo","Apoio > Revisão/Flashcards/Mapas/Simulados","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/apostilas/pmma-caderno-de-erros-inteligente.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","PMMA — Caderno de Erros Inteligente","Apoio > Revisão/Flashcards/Mapas/Simulados","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/apostilas/pmma-revisao-de-vespera.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","PMMA — Revisão de Véspera","Apoio > Revisão/Flashcards/Mapas/Simulados","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/apostilas/policia-penal-base-de-estudos.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Polícia Penal — Base de Estudos","Apoio > Revisão/Flashcards/Mapas/Simulados","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/apostilas/prf-base-de-estudos.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","PRF — Base de Estudos","Apoio > Revisão/Flashcards/Mapas/Simulados","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/apostilas/quimica-enem.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Química ENEM","Apoio > Revisão/Flashcards/Mapas/Simulados","fora do edital","alto","Conferir texto vigente/edital 2026","fora do edital PMMA provável | precisa atualização/verificação legislativa","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/regimentos-internos-tribunais.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Regimentos Internos de Tribunais 10/10 Plus","Apoio > Revisão/Flashcards/Mapas/Simulados","fora do edital","alto","Conferir texto vigente/edital 2026","fora do edital PMMA provável | precisa atualização/verificação legislativa","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/revisao-24h-prova.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Revisão 24h Antes da Prova","Apoio > Revisão/Flashcards/Mapas/Simulados","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/apostilas/revisao-7-dias-prova.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Revisão 7 Dias Antes da Prova","Apoio > Revisão/Flashcards/Mapas/Simulados","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/apostilas/revisao-enem-vespera.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Revisão ENEM de Véspera","Apoio > Revisão/Flashcards/Mapas/Simulados","fora do edital","alto","Conferir texto vigente/edital 2026","fora do edital PMMA provável | precisa atualização/verificação legislativa","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/simulados-por-banca.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Simulados por Banca","Apoio > Revisão/Flashcards/Mapas/Simulados","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/apostilas/simulados-por-concurso.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Simulados por Concurso","Apoio > Revisão/Flashcards/Mapas/Simulados","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/apostilas/simulados-por-nivel.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Simulados por Nível","Apoio > Revisão/Flashcards/Mapas/Simulados","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/apostilas/sociologia-enem.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","Sociologia ENEM","Apoio > Revisão/Flashcards/Mapas/Simulados","fora do edital","alto","Conferir texto vigente/edital 2026","fora do edital PMMA provável | precisa atualização/verificação legislativa","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/index.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","index","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"src/data/mockFlashcards.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","mockFlashcards","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"src/data/mockNotificacoes.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","mockNotificacoes","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"src/data/mockSimulados.js","apostila/módulo JS","Revisão/Flashcards/Mapas/Simulados","mockSimulados","Apoio > Revisão/Flashcards/Mapas/Simulados","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"material-provas/fgv/provas PM/pcam2021e01_gabarito_definitivo.pdf","PDF","Sem identificação","pcam2021e01_gabarito_definitivo","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"material-provas/fgv/provas PM/pcrj2021e1_gabarito_definitivo.pdf","PDF","Sem identificação","pcrj2021e1_gabarito_definitivo","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"material-provas/fgv/provas PM/pcrj2021e2_gabarito_definitivo.pdf","PDF","Sem identificação","pcrj2021e2_gabarito_definitivo","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"material-provas/fgv/provas PM/pcrn_gabarito_definitivo.pdf","PDF","Sem identificação","pcrn_gabarito_definitivo","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"material-provas/fgv/provas PM/pcscdelegado2024_gabarito_definitivo_20240220.pdf","PDF","Sem identificação","pcscdelegado2024_gabarito_definitivo_20240220","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"material-provas/fgv/provas PM/pmac2023-gabaritos-definitivo-final-para-publicacao-1.pdf","PDF","Sem identificação","pmac2023-gabaritos-definitivo-final-para-publicacao-1","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"material-provas/fgv/provas PM/pmam2021_gabarito_definitivo_retificado_26.04.2022.pdf","PDF","Sem identificação","pmam2021_gabarito_definitivo_retificado_26.04.2022","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"material-provas/fgv/provas PM/pmce2021_gabarito_definitivo.pdf","PDF","Sem identificação","pmce2021_gabarito_definitivo","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"material-provas/fgv/provas PM/pmerj-gabarito-definitivo-para-publicacao-oficial-da-pm.pdf","PDF","Sem identificação","pmerj-gabarito-definitivo-para-publicacao-oficial-da-pm","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"material-provas/fgv/provas PM/pmerj-gabarito-definitivo.pdf","PDF","Sem identificação","pmerj-gabarito-definitivo","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"material-provas/fgv/provas PM/pmerj2021_gabarito_definitivo.pdf","PDF","Sem identificação","pmerj2021_gabarito_definitivo","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"material-provas/fgv/provas PM/pmesp-sargento-2024-gabaritos-para-publicacao.pdf","PDF","Sem identificação","pmesp-sargento-2024-gabaritos-para-publicacao","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
